country;year;sex;suicides_no
Malta;2009;male;1
Malta;2009;male;3
Malta;2009;female;2
Malta;2009;female;1
Malta;2010;male;17
Malta;2010;male;2
Malta;2010;male;3
Malta;2010;male;3
Malta;2010;male;4
Malta;2010;female;2
Malta;2011;male;9
Malta;2011;male;4
Malta;2011;male;3
Malta;2011;male;4
Malta;2012;male;8
Malta;2012;male;6
Malta;2012;male;3
Malta;2012;male;1
Malta;2012;female;4
Malta;2012;female;2
Malta;2012;male;1
Malta;2013;male;11
Malta;2013;male;1
Malta;2013;male;4
Malta;2013;male;2
Malta;2013;male;2
Malta;2013;male;1
Malta;2013;female;1
Malta;2014;male;5
Malta;2014;male;13
Malta;2014;male;5
Malta;2014;male;2
Malta;2014;male;2
Malta;2014;female;1
Malta;2014;female;1
Malta;2014;female;1
Malta;2014;female;1
Malta;2014;female;1
Malta;2015;male;8
Malta;2015;male;9
Malta;2015;male;8
Malta;2015;male;2
Malta;2015;female;3
Malta;2015;female;1
Malta;2015;female;2
Malta;2015;female;1
Mauritius;1985;female;2
Mauritius;1985;male;19
Mauritius;1985;male;18
Mauritius;1985;male;9
Mauritius;1985;male;21
Mauritius;1985;female;18
Mauritius;1985;female;4
Mauritius;1985;female;6
Mauritius;1985;female;6
Mauritius;1985;male;1
Mauritius;1986;male;7
Mauritius;1986;male;7
Mauritius;1986;female;6
Mauritius;1986;male;5
Mauritius;1986;female;2
Mauritius;1986;male;1
Mauritius;1987;male;36
Mauritius;1987;female;28
Mauritius;1987;male;21
Mauritius;1987;male;24
Mauritius;1987;female;2
Mauritius;1987;male;6
Mauritius;1987;female;1
Mauritius;1987;female;3
Mauritius;1987;female;6
Mauritius;1987;female;4
Mauritius;1988;male;3
Mauritius;1988;male;44
Mauritius;1988;male;14
Mauritius;1988;male;28
Mauritius;1988;female;21
Mauritius;1988;male;21
Mauritius;1988;female;19
Mauritius;1988;female;11
Mauritius;1988;female;3
Mauritius;1988;female;2
Mauritius;1988;male;1
Mauritius;1989;male;41
Mauritius;1989;male;2
Mauritius;1989;male;37
Mauritius;1989;female;2
Mauritius;1989;male;19
Mauritius;1989;male;8
Mauritius;1989;female;11
Mauritius;1989;female;5
Mauritius;1989;female;9
Mauritius;1989;female;5
Mauritius;1989;female;5
Mauritius;1990;male;33
Mauritius;1990;male;13
Mauritius;1990;male;26
Mauritius;1990;female;23
Mauritius;1990;female;18
Mauritius;1990;male;18
Mauritius;1990;female;4
Mauritius;1990;female;8
Mauritius;1990;female;3
Mauritius;1990;male;1
Mauritius;1991;male;3
Mauritius;1991;male;37
Mauritius;1991;male;12
Mauritius;1991;male;27
Mauritius;1991;female;15
Mauritius;1991;male;15
Mauritius;1991;female;11
Mauritius;1991;female;5
Mauritius;1991;female;9
Mauritius;1991;female;3
Mauritius;1992;male;3
Mauritius;1992;male;47
Mauritius;1992;male;24
Mauritius;1992;male;17
Mauritius;1992;male;8
Mauritius;1992;female;13
Mauritius;1992;female;14
Mauritius;1992;female;11
Mauritius;1992;female;1
Mauritius;1992;female;3
Mauritius;1992;female;4
Mauritius;1992;male;1
Mauritius;1993;male;2
Mauritius;1993;male;3
Mauritius;1993;male;33
Mauritius;1993;male;13
Mauritius;1993;female;16
Mauritius;1993;female;16
Mauritius;1993;male;13
Mauritius;1993;female;8
Mauritius;1993;female;3
Mauritius;1993;female;2
Mauritius;1993;male;2
Mauritius;1994;male;41
Mauritius;1994;male;25
Mauritius;1994;male;12
Mauritius;1994;male;28
Mauritius;1994;male;1
Mauritius;1994;female;9
Mauritius;1994;female;8
Mauritius;1994;female;1
Mauritius;1994;female;3
Mauritius;1994;female;1
Mauritius;1995;male;49
Mauritius;1995;male;34
Mauritius;1995;male;2
Mauritius;1995;male;13
Mauritius;1995;male;16
Mauritius;1995;female;11
Mauritius;1995;female;6
Mauritius;1995;female;1
Mauritius;1995;female;8
Mauritius;1995;female;4
Mauritius;1995;female;2
Mauritius;1995;male;1
Mauritius;1996;male;33
Mauritius;1996;male;16
Mauritius;1996;male;41
Mauritius;1996;male;27
Mauritius;1996;female;12
Mauritius;1996;female;6
Mauritius;1996;female;8
Mauritius;1996;female;1
Mauritius;1996;female;7
Mauritius;1996;female;2
Mauritius;1997;male;4
Mauritius;1997;male;27
Mauritius;1997;male;2
Mauritius;1997;male;11
Mauritius;1997;male;21
Mauritius;1997;female;6
Mauritius;1997;female;3
Mauritius;1997;female;4
Mauritius;1997;female;6
Mauritius;1997;female;1
Mauritius;1997;male;1
Mauritius;1998;male;35
Mauritius;1998;male;46
Mauritius;1998;male;11
Mauritius;1998;male;2
Mauritius;1998;female;16
Mauritius;1998;female;15
Mauritius;1998;female;1
Mauritius;1998;female;8
Mauritius;1998;male;2
Mauritius;1998;female;1
Mauritius;1999;male;41
Mauritius;1999;male;57
Mauritius;1999;male;3
Mauritius;1999;female;17
Mauritius;1999;female;18
Mauritius;1999;male;13
Mauritius;1999;female;17
Mauritius;1999;male;5
Mauritius;1999;female;2
Mauritius;1999;male;1
Mauritius;2000;male;28
Mauritius;2000;male;4
Mauritius;2000;male;25
Mauritius;2000;male;13
Mauritius;2000;female;11
Mauritius;2000;male;1
Mauritius;2000;female;9
Mauritius;2000;female;9
Mauritius;2000;female;1
Mauritius;2001;male;21
Mauritius;2001;male;12
Mauritius;2001;male;33
Mauritius;2001;female;13
Mauritius;2001;male;1
Mauritius;2001;female;13
Mauritius;2001;male;8
Mauritius;2001;female;4
Mauritius;2001;female;1
Mauritius;2001;female;5
Mauritius;2001;female;1
Mauritius;2001;male;1
Mauritius;2002;male;28
Mauritius;2002;male;43
Mauritius;2002;male;13
Mauritius;2002;male;17
Mauritius;2002;female;11
Mauritius;2002;male;1
Mauritius;2002;female;6
Mauritius;2002;female;9
Mauritius;2002;female;3
Mauritius;2003;male;2
Mauritius;2003;male;12
Mauritius;2003;male;24
Mauritius;2003;male;1
Mauritius;2003;female;8
Mauritius;2003;male;6
Mauritius;2003;female;5
Mauritius;2003;female;8
Mauritius;2003;female;3
Mauritius;2003;male;1
Mauritius;2004;male;22
Mauritius;2004;male;34
Mauritius;2004;male;2
Mauritius;2004;male;11
Mauritius;2004;male;6
Mauritius;2004;female;6
Mauritius;2004;female;5
Mauritius;2004;female;8
Mauritius;2004;female;3
Mauritius;2005;male;39
Mauritius;2005;male;18
Mauritius;2005;male;11
Mauritius;2005;male;9
Mauritius;2005;male;1
Mauritius;2005;female;5
Mauritius;2005;female;5
Mauritius;2005;female;1
Mauritius;2005;female;5
Mauritius;2005;female;7
Mauritius;2005;male;1
Mauritius;2006;male;6
Mauritius;2006;male;37
Mauritius;2006;male;19
Mauritius;2006;male;17
Mauritius;2006;female;3
Mauritius;2006;male;1
Mauritius;2006;female;9
Mauritius;2006;female;5
Mauritius;2006;female;8
Mauritius;2006;female;3
Mauritius;2006;female;1
Mauritius;2007;male;4
Mauritius;2007;male;3
Mauritius;2007;male;38
Mauritius;2007;male;16
Mauritius;2007;male;9
Mauritius;2007;female;11
Mauritius;2007;female;7
Mauritius;2007;female;9
Mauritius;2007;female;2
Mauritius;2007;female;1
Mauritius;2008;male;17
Mauritius;2008;male;21
Mauritius;2008;male;23
Mauritius;2008;male;11
Mauritius;2008;female;3
Mauritius;2008;female;3
Mauritius;2008;female;2
Mauritius;2008;female;3
Mauritius;2008;female;1
Mauritius;2009;male;46
Mauritius;2009;male;2
Mauritius;2009;male;16
Mauritius;2009;male;8
Mauritius;2009;male;1
Mauritius;2009;female;7
Mauritius;2009;female;5
Mauritius;2009;female;1
Mauritius;2009;female;4
Mauritius;2009;female;3
Mauritius;2009;female;3
Mauritius;2009;male;1
Mauritius;2010;male;4
Mauritius;2010;male;18
Mauritius;2010;male;28
Mauritius;2010;male;15
Mauritius;2010;male;11
Mauritius;2010;female;9
Mauritius;2010;female;8
Mauritius;2010;female;3
Mauritius;2010;female;2
Mauritius;2011;male;28
Mauritius;2011;male;3
Mauritius;2011;male;4
Mauritius;2011;male;13
Mauritius;2011;male;11
Mauritius;2011;female;1
Mauritius;2011;female;5
Mauritius;2011;female;3
Mauritius;2011;female;4
Mauritius;2011;female;1
Mauritius;2012;male;26
Mauritius;2012;male;37
Mauritius;2012;male;14
Mauritius;2012;male;2
Mauritius;2012;female;1
Mauritius;2012;male;9
Mauritius;2012;female;6
Mauritius;2012;female;1
Mauritius;2012;female;5
Mauritius;2012;female;2
Mauritius;2012;female;2
Mauritius;2012;male;1
Mauritius;2013;male;19
Mauritius;2013;male;33
Mauritius;2013;male;17
Mauritius;2013;male;2
Mauritius;2013;male;12
Mauritius;2013;female;8
Mauritius;2013;female;2
Mauritius;2013;female;3
Mauritius;2013;female;1
Mauritius;2013;female;1
Mauritius;2014;male;24
Mauritius;2014;male;24
Mauritius;2014;male;41
Mauritius;2014;female;2
Mauritius;2014;female;7
Mauritius;2014;male;1
Mauritius;2014;male;6
Mauritius;2014;female;7
Mauritius;2014;female;3
Mauritius;2014;female;3
Mauritius;2014;female;2
Mauritius;2015;male;37
Mauritius;2015;male;16
Mauritius;2015;male;14
Mauritius;2015;male;2
Mauritius;2015;female;1
Mauritius;2015;male;9
Mauritius;2015;female;7
Mauritius;2015;female;4
Mauritius;2015;female;5
Mauritius;2016;male;17
Mauritius;2016;male;3
Mauritius;2016;male;18
Mauritius;2016;male;33
Mauritius;2016;male;12
Mauritius;2016;female;4
Mauritius;2016;female;3
Mauritius;2016;female;6
Mauritius;2016;female;2
Mexico;1985;male;44
Mexico;1985;male;145
Mexico;1985;male;34
Mexico;1985;male;327
Mexico;1985;male;375
Mexico;1985;female;17
Mexico;1985;female;7
Mexico;1985;female;61
Mexico;1985;female;55
Mexico;1985;female;15
Mexico;1985;male;48
Mexico;1985;female;2
Mexico;1986;male;7
Mexico;1986;male;176
Mexico;1986;male;388
Mexico;1986;male;361
Mexico;1986;male;48
Mexico;1986;female;117
Mexico;1986;female;7
Mexico;1986;female;51
Mexico;1986;female;4
Mexico;1986;female;12
Mexico;1986;male;42
Mexico;1986;female;15
Mexico;1987;male;54
Mexico;1987;male;382
Mexico;1987;male;161
Mexico;1987;male;378
Mexico;1987;male;45
Mexico;1987;female;113
Mexico;1987;female;64
Mexico;1987;female;68
Mexico;1987;female;2
Mexico;1987;female;4
Mexico;1987;male;36
Mexico;1987;female;16
Mexico;1988;male;6
Mexico;1988;male;185
Mexico;1988;male;361
Mexico;1988;male;353
Mexico;1988;male;418
Mexico;1988;female;118
Mexico;1988;female;7
Mexico;1988;female;59
Mexico;1988;female;6
Mexico;1988;female;21
Mexico;1988;male;46
Mexico;1988;female;15
Mexico;1989;male;83
Mexico;1989;male;212
Mexico;1989;male;44
Mexico;1989;male;369
Mexico;1989;male;472
Mexico;1989;female;79
Mexico;1989;female;96
Mexico;1989;female;64
Mexico;1989;female;27
Mexico;1989;female;5
Mexico;1989;male;4
Mexico;1989;female;14
Mexico;1990;male;87
Mexico;1990;male;224
Mexico;1990;male;437
Mexico;1990;male;387
Mexico;1990;male;472
Mexico;1990;female;114
Mexico;1990;female;34
Mexico;1990;female;57
Mexico;1990;female;58
Mexico;1990;female;5
Mexico;1990;male;41
Mexico;1990;female;1
Mexico;1991;male;73
Mexico;1991;male;24
Mexico;1991;male;43
Mexico;1991;male;44
Mexico;1991;male;56
Mexico;1991;female;8
Mexico;1991;female;113
Mexico;1991;female;72
Mexico;1991;female;75
Mexico;1991;female;28
Mexico;1991;male;46
Mexico;1991;female;18
Mexico;1992;male;95
Mexico;1992;male;243
Mexico;1992;male;484
Mexico;1992;male;482
Mexico;1992;male;554
Mexico;1992;female;126
Mexico;1992;female;84
Mexico;1992;female;8
Mexico;1992;female;33
Mexico;1992;female;66
Mexico;1992;male;41
Mexico;1992;female;21
Mexico;1993;male;95
Mexico;1993;male;255
Mexico;1993;male;488
Mexico;1993;male;546
Mexico;1993;male;582
Mexico;1993;female;126
Mexico;1993;female;83
Mexico;1993;female;32
Mexico;1993;female;64
Mexico;1993;female;6
Mexico;1993;male;45
Mexico;1993;female;2
Mexico;1994;male;1
Mexico;1994;male;299
Mexico;1994;male;55
Mexico;1994;male;554
Mexico;1994;male;646
Mexico;1994;female;168
Mexico;1994;female;12
Mexico;1994;female;88
Mexico;1994;female;71
Mexico;1994;female;28
Mexico;1994;male;46
Mexico;1994;female;26
Mexico;1995;male;111
Mexico;1995;male;298
Mexico;1995;male;64
Mexico;1995;male;755
Mexico;1995;male;58
Mexico;1995;female;198
Mexico;1995;female;87
Mexico;1995;female;89
Mexico;1995;female;8
Mexico;1995;female;34
Mexico;1995;male;5
Mexico;1995;female;27
Mexico;1996;male;115
Mexico;1996;male;39
Mexico;1996;male;62
Mexico;1996;male;638
Mexico;1996;male;771
Mexico;1996;female;217
Mexico;1996;female;18
Mexico;1996;female;13
Mexico;1996;female;33
Mexico;1996;male;61
Mexico;1996;female;4
Mexico;1996;female;29
Mexico;1997;male;19
Mexico;1997;male;721
Mexico;1997;male;931
Mexico;1997;male;28
Mexico;1997;male;689
Mexico;1997;female;255
Mexico;1997;female;118
Mexico;1997;female;97
Mexico;1997;female;35
Mexico;1997;male;81
Mexico;1997;female;4
Mexico;1997;female;3
Mexico;1998;male;117
Mexico;1998;male;774
Mexico;1998;male;86
Mexico;1998;male;288
Mexico;1998;male;676
Mexico;1998;female;227
Mexico;1998;female;113
Mexico;1998;female;95
Mexico;1998;female;1
Mexico;1998;male;87
Mexico;1998;female;29
Mexico;1998;female;36
Mexico;1999;male;19
Mexico;1999;male;94
Mexico;1999;male;726
Mexico;1999;male;317
Mexico;1999;male;668
Mexico;1999;female;211
Mexico;1999;female;114
Mexico;1999;female;1
Mexico;1999;female;9
Mexico;1999;female;34
Mexico;1999;male;59
Mexico;1999;female;4
Mexico;2000;male;15
Mexico;2000;male;797
Mexico;2000;male;87
Mexico;2000;male;317
Mexico;2000;male;755
Mexico;2000;female;231
Mexico;2000;female;11
Mexico;2000;female;111
Mexico;2000;female;12
Mexico;2000;female;39
Mexico;2000;male;75
Mexico;2000;female;43
Mexico;2001;male;161
Mexico;2001;male;837
Mexico;2001;male;98
Mexico;2001;male;338
Mexico;2001;male;765
Mexico;2001;female;263
Mexico;2001;female;136
Mexico;2001;female;148
Mexico;2001;female;51
Mexico;2001;female;13
Mexico;2001;male;79
Mexico;2001;female;61
Mexico;2002;male;124
Mexico;2002;male;852
Mexico;2002;male;919
Mexico;2002;male;348
Mexico;2002;male;824
Mexico;2002;female;26
Mexico;2002;female;158
Mexico;2002;female;119
Mexico;2002;female;46
Mexico;2002;male;13
Mexico;2002;female;1
Mexico;2002;female;63
Mexico;2003;male;151
Mexico;2003;male;911
Mexico;2003;male;385
Mexico;2003;male;953
Mexico;2003;male;885
Mexico;2003;female;28
Mexico;2003;female;171
Mexico;2003;female;125
Mexico;2003;female;55
Mexico;2003;female;11
Mexico;2003;male;91
Mexico;2003;female;52
Mexico;2004;male;14
Mexico;2004;male;885
Mexico;2004;male;39
Mexico;2004;male;942
Mexico;2004;male;926
Mexico;2004;female;238
Mexico;2004;female;158
Mexico;2004;female;67
Mexico;2004;female;148
Mexico;2004;female;14
Mexico;2004;male;98
Mexico;2004;female;5
Mexico;2005;male;154
Mexico;2005;male;956
Mexico;2005;male;118
Mexico;2005;male;943
Mexico;2005;male;375
Mexico;2005;female;272
Mexico;2005;female;159
Mexico;2005;female;177
Mexico;2005;female;54
Mexico;2005;male;98
Mexico;2005;female;11
Mexico;2005;female;57
Mexico;2006;male;139
Mexico;2006;male;928
Mexico;2006;male;419
Mexico;2006;male;995
Mexico;2006;male;926
Mexico;2006;female;287
Mexico;2006;female;137
Mexico;2006;female;161
Mexico;2006;female;52
Mexico;2006;male;114
Mexico;2006;female;11
Mexico;2006;female;61
Mexico;2007;male;136
Mexico;2007;male;943
Mexico;2007;male;421
Mexico;2007;male;13
Mexico;2007;male;91
Mexico;2007;female;272
Mexico;2007;female;173
Mexico;2007;female;22
Mexico;2007;female;48
Mexico;2007;female;14
Mexico;2007;male;83
Mexico;2007;female;53
Mexico;2008;male;145
Mexico;2008;male;959
Mexico;2008;male;457
Mexico;2008;male;997
Mexico;2008;male;1113
Mexico;2008;female;325
Mexico;2008;female;176
Mexico;2008;female;213
Mexico;2008;female;6
Mexico;2008;male;111
Mexico;2008;female;13
Mexico;2008;female;73
Mexico;2009;male;163
Mexico;2009;male;985
Mexico;2009;male;1271
Mexico;2009;male;497
Mexico;2009;male;132
Mexico;2009;female;359
Mexico;2009;female;212
Mexico;2009;female;234
Mexico;2009;female;74
Mexico;2009;male;19
Mexico;2009;female;81
Mexico;2009;female;6
Mexico;2010;male;165
Mexico;2010;male;936
Mexico;2010;male;174
Mexico;2010;male;1191
Mexico;2010;male;483
Mexico;2010;female;35
Mexico;2010;female;177
Mexico;2010;female;231
Mexico;2010;female;62
Mexico;2010;male;19
Mexico;2010;female;73
Mexico;2010;female;7
Mexico;2011;male;156
Mexico;2011;male;138
Mexico;2011;male;124
Mexico;2011;male;1326
Mexico;2011;male;533
Mexico;2011;female;439
Mexico;2011;female;225
Mexico;2011;female;222
Mexico;2011;female;72
Mexico;2011;male;14
Mexico;2011;female;17
Mexico;2011;female;6
Mexico;2012;male;17
Mexico;2012;male;1251
Mexico;2012;male;113
Mexico;2012;male;1264
Mexico;2012;male;59
Mexico;2012;female;47
Mexico;2012;female;214
Mexico;2012;female;258
Mexico;2012;female;85
Mexico;2012;male;123
Mexico;2012;female;79
Mexico;2012;female;8
Mexico;2013;male;161
Mexico;2013;male;1151
Mexico;2013;male;122
Mexico;2013;male;1469
Mexico;2013;male;565
Mexico;2013;female;392
Mexico;2013;female;212
Mexico;2013;female;263
Mexico;2013;female;94
Mexico;2013;female;16
Mexico;2013;male;12
Mexico;2013;female;66
Mexico;2014;male;177
Mexico;2014;male;1334
Mexico;2014;male;114
Mexico;2014;male;1558
Mexico;2014;male;612
Mexico;2014;female;416
Mexico;2014;female;271
Mexico;2014;female;333
Mexico;2014;female;91
Mexico;2014;male;129
Mexico;2014;female;19
Mexico;2014;female;8
Mexico;2015;male;1195
Mexico;2015;male;1347
Mexico;2015;male;163
Mexico;2015;male;156
Mexico;2015;male;584
Mexico;2015;female;484
Mexico;2015;female;267
Mexico;2015;female;33
Mexico;2015;female;88
Mexico;2015;male;137
Mexico;2015;female;95
Mexico;2015;female;11
Mongolia;2016;male;127
Mongolia;2016;male;127
Mongolia;2016;male;85
Mongolia;2016;male;29
Mongolia;2016;male;3
Mongolia;2016;female;3
Mongolia;2016;female;18
Mongolia;2016;female;15
Mongolia;2016;female;15
Mongolia;2016;female;1
Montenegro;2005;male;6
Montenegro;2005;male;29
Montenegro;2005;female;6
Montenegro;2005;male;16
Montenegro;2005;male;29
Montenegro;2005;female;16
Montenegro;2005;female;9
Montenegro;2005;female;3
Montenegro;2005;female;2
Montenegro;2005;male;2
Montenegro;2007;male;15
Montenegro;2007;male;29
Montenegro;2007;female;7
Montenegro;2007;male;27
Montenegro;2007;male;12
Montenegro;2007;female;12
Montenegro;2007;female;1
Montenegro;2007;male;5
Montenegro;2007;female;3
Montenegro;2007;male;1
Montenegro;2008;male;9
Montenegro;2008;male;3
Montenegro;2008;female;1
Montenegro;2008;male;22
Montenegro;2008;female;15
Montenegro;2008;male;9
Montenegro;2008;female;15
Montenegro;2008;male;7
Montenegro;2008;female;5
Montenegro;2008;male;3
Montenegro;2008;female;1
Montenegro;2009;male;15
Montenegro;2009;male;23
Montenegro;2009;male;34
Montenegro;2009;female;5
Montenegro;2009;female;12
Montenegro;2009;female;1
Montenegro;2009;male;3
Montenegro;2009;female;2
Montenegro;2009;male;1
Montenegro;2009;female;1
Montenegro;2009;male;1
Netherlands;1985;male;16
Netherlands;1985;male;256
Netherlands;1985;male;333
Netherlands;1985;male;212
Netherlands;1985;female;195
Netherlands;1985;female;197
Netherlands;1985;female;51
Netherlands;1985;male;136
Netherlands;1985;female;17
Netherlands;1985;female;38
Netherlands;1985;male;5
Netherlands;1985;female;2
Netherlands;1986;male;112
Netherlands;1986;male;267
Netherlands;1986;male;327
Netherlands;1986;male;185
Netherlands;1986;female;171
Netherlands;1986;female;63
Netherlands;1986;female;22
Netherlands;1986;female;17
Netherlands;1986;male;14
Netherlands;1986;female;44
Netherlands;1986;male;3
Netherlands;1986;female;1
Netherlands;1987;male;111
Netherlands;1987;male;246
Netherlands;1987;male;329
Netherlands;1987;male;189
Netherlands;1987;female;189
Netherlands;1987;female;66
Netherlands;1987;female;21
Netherlands;1987;female;111
Netherlands;1987;male;117
Netherlands;1987;female;44
Netherlands;1987;male;3
Netherlands;1987;female;1
Netherlands;1988;male;112
Netherlands;1988;male;235
Netherlands;1988;male;22
Netherlands;1988;male;39
Netherlands;1988;female;18
Netherlands;1988;female;55
Netherlands;1988;female;192
Netherlands;1988;female;1
Netherlands;1988;male;12
Netherlands;1988;female;29
Netherlands;1988;male;5
Netherlands;1988;female;2
Netherlands;1989;male;8
Netherlands;1989;male;236
Netherlands;1989;male;33
Netherlands;1989;male;195
Netherlands;1989;female;173
Netherlands;1989;female;57
Netherlands;1989;female;196
Netherlands;1989;male;19
Netherlands;1989;female;88
Netherlands;1989;female;52
Netherlands;1989;male;3
Netherlands;1989;female;1
Netherlands;1990;male;95
Netherlands;1990;male;24
Netherlands;1990;male;185
Netherlands;1990;male;322
Netherlands;1990;female;8
Netherlands;1990;female;145
Netherlands;1990;female;184
Netherlands;1990;male;98
Netherlands;1990;female;89
Netherlands;1990;female;41
Netherlands;1990;male;5
Netherlands;1990;female;2
Netherlands;1991;male;119
Netherlands;1991;male;225
Netherlands;1991;male;374
Netherlands;1991;male;198
Netherlands;1991;female;179
Netherlands;1991;female;62
Netherlands;1991;male;114
Netherlands;1991;female;19
Netherlands;1991;female;17
Netherlands;1991;female;4
Netherlands;1991;male;3
Netherlands;1992;male;16
Netherlands;1992;male;242
Netherlands;1992;male;381
Netherlands;1992;male;28
Netherlands;1992;female;68
Netherlands;1992;female;214
Netherlands;1992;female;137
Netherlands;1992;male;13
Netherlands;1992;female;84
Netherlands;1992;female;41
Netherlands;1992;female;2
Netherlands;1992;male;1
Netherlands;1993;male;86
Netherlands;1993;male;239
Netherlands;1993;male;361
Netherlands;1993;male;216
Netherlands;1993;female;7
Netherlands;1993;male;115
Netherlands;1993;female;141
Netherlands;1993;female;195
Netherlands;1993;female;9
Netherlands;1993;female;37
Netherlands;1993;male;3
Netherlands;1993;female;2
Netherlands;1994;male;98
Netherlands;1994;male;254
Netherlands;1994;male;415
Netherlands;1994;male;216
Netherlands;1994;female;53
Netherlands;1994;female;198
Netherlands;1994;male;98
Netherlands;1994;female;122
Netherlands;1994;female;84
Netherlands;1994;female;42
Netherlands;1994;male;3
Netherlands;1994;female;1
Netherlands;1995;male;76
Netherlands;1995;male;226
Netherlands;1995;male;44
Netherlands;1995;male;194
Netherlands;1995;female;57
Netherlands;1995;male;95
Netherlands;1995;female;127
Netherlands;1995;female;198
Netherlands;1995;female;84
Netherlands;1995;female;44
Netherlands;1995;male;5
Netherlands;1995;female;1
Netherlands;1996;male;12
Netherlands;1996;male;419
Netherlands;1996;male;226
Netherlands;1996;male;27
Netherlands;1996;female;64
Netherlands;1996;female;147
Netherlands;1996;female;195
Netherlands;1996;male;85
Netherlands;1996;female;89
Netherlands;1996;female;38
Netherlands;1996;male;4
Netherlands;1996;female;1
Netherlands;1997;male;16
Netherlands;1997;male;398
Netherlands;1997;male;26
Netherlands;1997;male;21
Netherlands;1997;female;7
Netherlands;1997;male;111
Netherlands;1997;female;136
Netherlands;1997;female;195
Netherlands;1997;female;87
Netherlands;1997;female;42
Netherlands;1997;male;11
Netherlands;1998;male;11
Netherlands;1998;male;226
Netherlands;1998;male;25
Netherlands;1998;male;375
Netherlands;1998;female;65
Netherlands;1998;female;139
Netherlands;1998;male;89
Netherlands;1998;female;211
Netherlands;1998;female;78
Netherlands;1998;female;21
Netherlands;1998;male;6
Netherlands;1998;female;3
Netherlands;1999;male;89
Netherlands;1999;male;427
Netherlands;1999;male;218
Netherlands;1999;male;193
Netherlands;1999;female;58
Netherlands;1999;female;123
Netherlands;1999;male;82
Netherlands;1999;female;196
Netherlands;1999;female;8
Netherlands;1999;female;41
Netherlands;1999;male;7
Netherlands;1999;female;5
Netherlands;2000;male;95
Netherlands;2000;male;44
Netherlands;2000;male;28
Netherlands;2000;male;162
Netherlands;2000;female;146
Netherlands;2000;male;9
Netherlands;2000;female;221
Netherlands;2000;female;49
Netherlands;2000;female;67
Netherlands;2000;female;18
Netherlands;2000;male;5
Netherlands;2001;male;95
Netherlands;2001;male;452
Netherlands;2001;male;183
Netherlands;2001;male;28
Netherlands;2001;female;29
Netherlands;2001;female;54
Netherlands;2001;male;71
Netherlands;2001;female;16
Netherlands;2001;female;61
Netherlands;2001;female;32
Netherlands;2001;female;2
Netherlands;2001;male;1
Netherlands;2002;male;9
Netherlands;2002;male;482
Netherlands;2002;male;227
Netherlands;2002;male;179
Netherlands;2002;female;148
Netherlands;2002;female;218
Netherlands;2002;female;56
Netherlands;2002;male;8
Netherlands;2002;female;57
Netherlands;2002;female;26
Netherlands;2002;male;5
Netherlands;2002;female;2
Netherlands;2003;male;78
Netherlands;2003;male;459
Netherlands;2003;male;246
Netherlands;2003;male;165
Netherlands;2003;female;71
Netherlands;2003;female;142
Netherlands;2003;female;193
Netherlands;2003;male;68
Netherlands;2003;female;48
Netherlands;2003;female;29
Netherlands;2003;male;2
Netherlands;2003;female;1
Netherlands;2004;male;83
Netherlands;2004;male;489
Netherlands;2004;male;23
Netherlands;2004;male;141
Netherlands;2004;female;231
Netherlands;2004;female;6
Netherlands;2004;female;132
Netherlands;2004;male;72
Netherlands;2004;female;42
Netherlands;2004;female;25
Netherlands;2004;male;7
Netherlands;2004;female;2
Netherlands;2005;male;8
Netherlands;2005;male;53
Netherlands;2005;male;258
Netherlands;2005;male;144
Netherlands;2005;female;228
Netherlands;2005;female;134
Netherlands;2005;male;78
Netherlands;2005;female;48
Netherlands;2005;female;55
Netherlands;2005;female;33
Netherlands;2005;male;11
Netherlands;2005;female;2
Netherlands;2006;male;95
Netherlands;2006;male;468
Netherlands;2006;male;248
Netherlands;2006;male;143
Netherlands;2006;male;91
Netherlands;2006;female;141
Netherlands;2006;female;27
Netherlands;2006;female;43
Netherlands;2006;female;51
Netherlands;2006;female;34
Netherlands;2006;female;3
Netherlands;2006;male;1
Netherlands;2007;male;76
Netherlands;2007;male;427
Netherlands;2007;male;25
Netherlands;2007;male;114
Netherlands;2007;female;124
Netherlands;2007;male;72
Netherlands;2007;female;171
Netherlands;2007;female;41
Netherlands;2007;female;48
Netherlands;2007;female;22
Netherlands;2007;male;5
Netherlands;2007;female;4
Netherlands;2008;male;86
Netherlands;2008;male;462
Netherlands;2008;male;252
Netherlands;2008;male;119
Netherlands;2008;female;153
Netherlands;2008;female;184
Netherlands;2008;male;67
Netherlands;2008;female;39
Netherlands;2008;female;41
Netherlands;2008;female;31
Netherlands;2008;male;5
Netherlands;2009;male;96
Netherlands;2009;male;484
Netherlands;2009;male;29
Netherlands;2009;male;115
Netherlands;2009;female;29
Netherlands;2009;male;77
Netherlands;2009;female;131
Netherlands;2009;female;48
Netherlands;2009;female;48
Netherlands;2009;female;24
Netherlands;2009;male;6
Netherlands;2009;female;2
Netherlands;2010;male;496
Netherlands;2010;male;332
Netherlands;2010;male;82
Netherlands;2010;male;115
Netherlands;2010;male;97
Netherlands;2010;female;28
Netherlands;2010;female;143
Netherlands;2010;female;46
Netherlands;2010;female;53
Netherlands;2010;female;26
Netherlands;2010;male;5
Netherlands;2010;female;1
Netherlands;2011;male;54
Netherlands;2011;male;91
Netherlands;2011;male;316
Netherlands;2011;male;138
Netherlands;2011;female;161
Netherlands;2011;female;21
